	小分類名
360724	任天堂ﾊﾟｰﾂ 保護ﾌｨﾙﾑ
360725	任天堂ﾊﾟｰﾂ 保護ｹｰｽ
360726	任天堂ﾊﾟｰﾂ ｺﾝﾄﾛｰﾗｰ
360727	任天堂ﾊﾟｰﾂ 接続機器
360728	任天堂ﾊﾟｰﾂ 操作補助
360729	任天堂ﾊﾟｰﾂ ﾒﾓｶ
360730	任天堂ﾊﾟｰﾂ その他
360731	SONYﾊﾟｰﾂ ｺﾝﾄﾛｰﾗｰ
360732	SONYﾊﾟｰﾂ 接続機器
360733	SONYﾊﾟｰﾂ 操作補助
360734	SONYﾊﾟｰﾂ その他
360735	共通ﾊﾟｰﾂ ﾍｯﾄﾞｾｯﾄ
360736	共通ﾊﾟｰﾂ 追加機器
360737	共通ﾊﾟｰﾂ 接続機器
360738	ゲームパーツ その他
360739	ゲーム収納雑貨
360750	ゲーミング　その他
360751	ゲーミング　モバイルパーツ
360752	ｹﾞｰﾐﾝｸﾞﾁｪｱ･ﾃﾞｽｸ
360753	ｹﾞｰﾐﾝｸﾞﾏｲｸ・ｽﾋﾟｰｶｰ
360754	ゲーミング　ヘッドセット
360755	ゲーミング　マウス
360756	ゲーミング　キーボード
360757	ゲーミング　モニター
360758	ｹﾞｰﾐﾝｸﾞ・PCｺﾝﾄﾛｰﾗｰ
360780	取り寄せ部品関連
360803	ゲーム関連予約
360900	委託販売ソフト
360901	５円コピー
360902	委託ＣＤ
360903	委託ＭＩＸＣＤ
360904	韓流ＣＤ
360905	委託ＤＶＤ
360906	委託ＭＩＸＤＶＤ
360908	委託ゲーム
360909	委託ＢＯＯＫ
360910	委託アーティストグッズ
360911	委託中古ソフト
366000	特務商品：スマホパーツ
366087	UNYその他
368000	UNY統合用非課税
368100	UNY統合用8％外税
368200	UNY統合用8％内税
368300	UNY統合用10％外税
368305	UNY統合用10％外税_3605部門
368400	UNY統合用10％内税
369900	マジモバサービス
380100	香水
380101	ブルガリ香水
380102	シャネル香水
380103	グッチ香水
380104	カルバンクライン香水
380105	サムライ
380106	クロエ香水
380107	Ｄ＆Ｇ
380108	ランバン
380109	フェラガモ香水
380110	エンジェルハート香水
380111	ジバンシイ
380112	プラダ香水
380113	ニコス
380114	ｳﾞｨｸﾄﾘｱｼｰｸﾚｯﾄ
380115	バーバリー香水
380116	クリスチャンディオール
380117	フィッツ香水
380118	メイクアップ香水
380119	ウエニ香水
380120	コフレセット
380121	アトマイザー
380122	その他高額香水
380123	ライジングウェーブ
380124	ラブパスポート
380125	ジャンヌアルテス
380126	ｳﾞｧｼﾘｰｻ
380127	ﾄﾞﾗｰﾙｺﾚｸｼｮﾝ
380128	ｱﾙﾀﾓｰﾀﾞ
380129	ｱｸｱｼｬﾎﾞﾝ
380130	M.U.F
380131	ｼﾞﾐｰﾁｭｳ
380132	ﾍﾞﾙｻｰﾁｪ
380133	ｺｰﾁ
380134	ｱﾃﾞｨﾀﾞｽ
380135	ｼﾞｬｶﾞｰ
380136	YSL
380137	ｷｬﾛﾗｲﾅﾍﾚﾗ
380138	ボディファンタジー
380178	ライトフレグランス
380179	香水その他
380180	香水PB・OEM
380194	CBD配合香水
380195	香水アウトレット
380196	香水地域スポット
380197	香水評価損　A
380198	香水評価損　B
380199	クラス
380200	カラコン
380201	【JMG】ｿﾌﾄﾚﾝｽﾞ
380203	【ｳｴﾆ貿易】ｿﾌﾄﾚﾝｽﾞ
380204	【RiseUP】ｿﾌﾄﾚﾝｽﾞ
380205	【ｻﾝｽﾏｲﾙ】ｿﾌﾄﾚﾝｽﾞ
380206	【優樹】ｿﾌﾄﾚﾝｽﾞ
380207	【ｱﾐｼﾞｪｽ】ｿﾌﾄﾚﾝｽﾞ
380210	【RiseUP】ｴﾝｼﾞｪﾙｶﾗｰ
380211	【RiseUP】ﾗｳﾞｪｰﾙ
380212	【PIA】ﾌｪﾘｱﾓ
380213	【RiseUP】ｸﾙｰﾑ
380214	【RiseUP】ﾁｭｰｽﾞﾐｰ
380215	【ｱﾐｼﾞｪｽ】ﾄｩｲﾝｸﾙｱｲｽﾞ
380216	【ｱﾐｼﾞｪｽ】1dayその他
380217	【ｱﾐｼﾞｪｽ】1monthlyその他
380218	【ｱﾐｼﾞｪｽ】改廃
380219	【ｻﾝｽﾏｲﾙ】ﾐｯｼｭﾌﾞﾙｰﾐﾝ
380220	【ｻﾝｽﾏｲﾙ】ﾚｳﾞｨｱ
380221	【ｻﾝｽﾏｲﾙ】ｷｬﾝﾃﾞｨﾏｼﾞｯｸ
380222	【ｻﾝｽﾏｲﾙ】ｼｰｸﾚｯﾄｷｬﾝﾏｼﾞ
380223	【ｻﾝｽﾏｲﾙ】ｳﾞｨｸﾄﾘｱ
380224	【ｻﾝｽﾏｲﾙ】ﾏｰﾌﾞﾙ
380225	【ｻﾝｽﾏｲﾙ】1dayその他
380226	【ｻﾝｽﾏｲﾙ】1monthlyその他
380227	【ｻﾝｽﾏｲﾙ】改廃
380228	【RiseUP】ｵｳﾞｨ
380229	【PIA】ﾄﾊﾟｰｽﾞ
380230	【RiseUP】ｱﾝｳﾞｨ
380231	【RiseUP】ﾌﾗﾝﾐｰ
380232	【RiseUP】ﾅﾁｭﾗﾘ
380233	【RiseUP】ｴﾏｰﾌﾞﾙ
380234	【ｻﾝｽﾏｲﾙ】ﾃｨｱﾓ
380235	【RiseUP】ﾓﾃｺﾝ
380236	【RiseUP】ｶﾗｰﾏｼﾞｮﾘﾃｨ
380237	【ｳｴﾆ貿易】ｴﾚﾍﾞﾙ
380238	【RiseUP】ｶﾗｰｽﾞ
380239	【RiseUP】ﾁｬﾝｽ
380240	【ｳｴﾆ貿易】ｴﾊﾞｰｶﾗｰ
380241	【ｳｴﾆ貿易】ｱｲｼﾞｪﾆｯｸ
380242	【RiseUP】ﾄﾞｰﾌﾟｳｨﾝｸ
380243	【ｳｴﾆ貿易】ﾚﾘｯｼｭ
380244	【RiseUP】1dayその他
380245	【RiseUP】1monthlyその他
380246	【RiseUP】改廃
380247	【ｻﾝｽﾏｲﾙ】ﾋﾟｭｱﾘﾃｨ
380249	【JMG】ﾓﾋﾟﾙ
380250	【JMG】ﾘﾄﾙﾊﾆｯﾌﾟ
380252	【JMG】1dayその他
380253	【JMG】1monthlyその他
380254	【JMG】改廃
380255	【PIA】ｴﾇｽﾞｺﾚｸｼｮﾝ
380256	【PIA】ﾓﾗｸ
380257	【PIA】1dayその他
380258	【PIA】1monthlyその他
380259	【PIA】ﾐﾗｰｼﾞｭ
380260	【ｳｴﾆ貿易】1dayその他
380261	【ｳｴﾆ貿易】1monthlyその他
380262	【ｳｴﾆ貿易】改廃
380288	【その他】改廃
380289	【PIA】改廃
380294	コンタクトテナント
380295	カラコンアウトレット
380296	カラコン地域スポット
380297	カラコン評価損　A
380298	カラコン評価損　B
380299	クラス
380300	コンタクトケア用品
380301	洗浄・装着液
380302	コンタクトケース
380388	【旧】ロス＆ハニーレディース服飾
380395	コンタクトケア用品アウトレット
380396	コンタクトケア用品地域スポット
380397	コンタクトケア用品評価損　A
380398	コンタクトケア用品評価損　B
380399	クラス
380401	パンプス
380402	ﾚﾃﾞｨｰｽｶｼﾞｭｱﾙｼｭｰｽﾞ
380403	レディーススニーカー
380404	レディースSS
380405	レディースAW
380406	レディース実用
380407	ミセス
380408	ブランド
380409	旧)ﾚﾃﾞｨｰｽｶｼﾞｭｱﾙｼｭｰｽﾞ
380410	企画・催事シューズ
380411	キャラクター
380413	（旧）ﾚﾃﾞｨｰｽｽﾆｰｶｰ
380420	（旧）ﾚﾃﾞｨｰｽｻﾝﾀﾞﾙ
380424	（旧）ﾚﾃﾞｨｰｽﾌﾞｰﾂ
380442	（旧）ミセス
380444	（旧）ブランド
380445	【ｴﾘｱ商談】婦人ｼｭｰｽﾞ
380446	ﾚﾃﾞｨｰｽﾏﾄﾞﾗｽｺﾝｾ
380495	婦人シューズアウトレット
380496	婦人シューズ地域スポット
380497	婦人シューズ評価損　A
380498	婦人シューズ評価損　B
380499	クラス
380500	【旧】トレンド雑貨
380501	【旧】トレンド小物
380502	【旧】トレンド企画
380503	【旧】トレンド催事
380504	【旧】スキンアート
380507	【旧】300均ヘアアクセ
380508	【旧】ﾄﾚﾝﾄﾞﾍｱｱｸｾ（単品）
380509	【旧】キッズヘアアクセ
380511	【旧】DEMONZAKKAヘアアクセ
380512	【旧】ボルケイノヘアアクセ
380513	【旧】ｻﾝｽﾏｲﾙﾍｱｱｸｾ
380514	【旧】西田ヘアアクセ
380515	【旧】定番外ヘアアクセ
380516	【旧】改廃ヘアアクセ
380517	【旧】エンジェルナンバー
380518	【旧】ｽﾎﾟｰﾂﾌﾞﾗﾝﾄﾞｱｸｾ
380520	【旧】（旧）トレンド企画
380600	検査キット(要接客）
380601	ＰＣＲ
380602	抗原
380700	ネイル
380701	ネイルホリック
380702	ＰＡ・オハナ
380703	ネイルケア・用品
380704	ネイルチップ
380705	ジェル・スカルプ
380706	ネイルカラー
380707	ネイルシール・パーツ
380708	ライト
380800	コスメ雑貨
380801	ヘアブラシ
380802	ヘア用小物
380803	フェイス用小物
380804	ボディ用小物
380805	その他小物
380809	その他ネイル
380880	PBOEM
380894	その他コスメ雑貨
380895	コスメ雑貨　アウトレット
380896	コスメ雑貨　地域スポット
380898	コスメ雑貨　評価損B
380899	クラス
380900	トレンド雑貨
380901	キャラ雑貨・小物
380902	ノンキャラ雑貨・小物
380903	スポーツブランドアクセ
380904	韓国雑貨・小物
380995	トレンド雑貨　アウトレット
380996	トレンド雑貨　地域スポット
386100	海外買付：レディース雑貨
386101	海外買付：服飾小物
386102	海外買付：レディスシューズ
386103	海外買付：アクセ
388000	UNY統合用非課税
388100	UNY統合用8％外税
388200	UNY統合用8％内税
388300	UNY統合用10％外税
388400	UNY統合用10％内税
396100	UNY用_シューズ
396101	ミッシーカジュアルシューズ夏
396102	ミッシーカジュアルシューズ冬
396103	ミッシーカジュアルシューズ年間
396104	ミセスカジュアルシューズ夏
396105	ミセスカジュアルシューズ冬
396106	ミセスカジュアルシューズ年間
396107	ブランドカジュアルシューズ夏
396108	ブランドカジュアルシューズ冬
396109	ブランドカジュアルシューズ年間
396110	委託婦人シューズ年間
396111	婦人年間サンダル年間
396112	婦人レインブーツ年間
396113	ミッシーパンプス春
396114	ミッシーパンプス秋
396115	ミッシーパンプス年間
396116	ブランドパンプス春
396117	ブランドパンプス秋
396118	ブランドパンプス年間
396119	ミッシーサンダル夏
396120	ミセスサンダル夏
396121	ブランドサンダル夏
396122	委託婦人サンダル夏
396123	ミッシーブーツ冬
396124	ミセスブーツ冬
396125	ブランドブーツ冬
396126	委託婦人ブーツ冬
396127	婦人通学ローファー年間
396128	トドラーシューズ年間
396129	ガールズシューズ年間
396130	ボーイズシューズ年間
396131	子供フォーマルシューズ年間
396132	子供靴特価年間
396133	子供トドラ‐サンダル夏
396134	子供ガ‐ルズサンダル夏
396135	子供ボ‐イズサンダル夏
396136	子供カジュアルブーツ冬
396137	委託子供ブーツ冬
396138	紳士雨靴年間
396139	婦人雨靴年間
396140	子供雨靴年間
396141	雪寒地雨靴年間
396142	委託雪寒地雨靴年間
396143	紳士スニーカー年間
396144	婦人スニーカー年間
396145	紳士ＮＢスニーカー年間
396146	婦人ＮＢスニーカー年間
396147	紳士スニーカー特価年間
396148	婦人スニーカー特価年間
396149	紳士ＮＢスニーカー特価年間
396150	婦人ＮＢスニーカー特価年間
396151	スクールシューズ年間
396152	バレーシューズ年間
396153	紳士モード夏
396154	紳士モード冬
396155	紳士モード年間
396156	婦人モード夏
396157	婦人モード年間
396158	婦人モード冬
396159	紳士シーズン夏
396160	婦人シーズン夏
396161	子供シーズン夏
396162	タウンサンダル夏
396163	タウンサンダル冬
396164	タウンサンダル年間
396165	スリッパ・ルーム夏
396166	スリッパルーム冬
396167	スリッパ・ルーム年間
396168	紳士アダルトブランド年間
396169	紳士アダルトドレス年間
396170	紳士シニアドレス年間
396171	紳士アダルトカジュアル夏
396172	紳士アダルトカジュアル冬
396173	紳士アダルトカジュアル年間
396174	紳士シニアカジュアル夏
396175	紳士シニアカジュアル冬
396176	紳士シニアカジュアル年間
396177	紳士サンダル夏
396178	委託紳士サンダル夏
396179	紳士ブーツ冬
396180	委託紳士ブーツ冬
396181	付属品年間
396191	加工代
396192	リベート
396193	値引
396194	催事
396195	個店仕入れ
396196	諸掛
396197	削除ＳＫＵの売上
396198	その他
396200	UNY用_キッズシューズ
396201	男児　スポーツ
396202	男児　キャラクター
396203	男児　ブランド
396204	男児　特価
396205	女児　スポーツ
396206	女児　キャラクター
396207	女児　ブランド
396208	女児　特価
396210	ガールズ　スポーツ
396211	ガールズ　カジュアル
396212	ガールズ　ブランド
396213	ガールズ　特価
396215	ボーイズ　スポーツ
396216	ボーイズ　カジュアル
396217	ボーイズ　ブランド
396218	ボーイズ　特価
396220	男児　サンダル
396221	男児　タウン夏
396222	男児　タウン冬
396223	男児　タウン年間
396224	女児　サンダル
396225	女児　タウン夏
396226	女児　タウン冬
396227	女児　タウン年間
396228	ガールズ　サンダル
396229	ガールズ　タウン夏
396230	ガールズ　タウン冬
396231	ガールズ　タウン年間
396232	ボーイズ　サンダル
396233	ボーイズ　タウン夏
396234	ボーイズ　タウン冬
396235	ボーイズ　タウン年間
396237	ダンジ　ブーツ
396238	ジョジ　ブーツ
396239	ガールズ　ブーツ
396240	ボーイズ　ブーツ
396241	男児　ブーツ　委託
396242	女児　ブーツ　委託
396243	ガールス　ブーツ　委託
396244	ボーイズ　ブーツ　委託
396245	ガールズ　雪寒地ブーツ　買取り冬
396246	ガールズ　雪寒地ブーツ　委託冬
396247	ボーイズ　雪寒地ブーツ　買取冬
396248	ボーイズ　雪寒地ブーツ　委託冬
396250	フォーマルシューズ
396251	スクールスニーカー
396252	バレーシューズ
396260	男児雨靴
396261	女児雨靴
396262	ガールズ雨靴
396263	ボーイズ雨靴
396264	男児雨靴委託
396265	女児雨靴委託
396266	ガールズ雨靴委託
396267	ボーイズ雨靴委託
396268	ガールズ接寒地雨靴　買取冬
396269	ガールズ接寒地雨靴　委託冬
396270	ボーイズ接寒地雨靴　買取冬
396271	ボーイズ接寒地雨靴　委託冬
396281	子供　フットケア品
396291	加工代
396292	リベート
396293	値引き
396294	催事
396295	個店仕入れ
396296	諸掛り
396297	削除ＳＫＵの売上
396298	その他
397100	UNY用_シューズコンセ
397101	ﾌｨｯﾄ
397102	マドラス
397103	レディマドラス
397104	ツルヤ
397105	キャメロットジョガイ
397106	バッサノジョガイ
397191	加工代
397192	リベート
397193	値引
397194	催事
397195	コンセ
397196	諸掛
397197	削除ＳＫＵの売上
397198	その他
400100	OPSﾒﾝｽﾞｲﾝﾅｰﾊﾝｿﾃﾞ
400101	OPSﾒﾝｽﾞｲﾝﾅｰﾅｶﾞｿﾃﾞ
400102	OPSﾒﾝｽﾞｲﾝﾅｰﾎﾞｸｻｰ
400103	OPSﾒﾝｽﾞｲﾝﾅｰ
400104	OPSﾒﾝｽﾞｲﾝﾅｰ
400105	OPSﾒﾝｽﾞｲﾝﾅｰ
400200	OPSﾒﾝｽﾞｿｯｸｽ単品
400201	OPSﾒﾝｽﾞｿｯｸｽﾊﾞﾝﾄﾞﾙ
400202	OPSﾒﾝｽﾞｿｯｸｽ
400203	OPSﾒﾝｽﾞｿｯｸｽ
400204	OPSﾒﾝｽﾞｿｯｸｽ
400205	OPSﾒﾝｽﾞｿｯｸｽ
400300	OPSﾚﾃﾞｨｰｽｲﾝﾅｰﾊﾝｿﾃﾞ
400301	OPSﾚﾃﾞｨｰｽｲﾝﾅｰﾅｶﾞｿﾃﾞ
400302	OPSﾚﾃﾞｨｰｽｲﾝﾅｰｼｮｰﾂ
400303	OPSﾚﾃﾞｨｰｽｲﾝﾅｰﾌﾞﾗ
400304	OPSﾚﾃﾞｨｰｽｲﾝﾅｰ
400305	OPSﾚﾃﾞｨｰｽｲﾝﾅｰ
400400	OPSﾚﾃﾞｨｰｽｿｯｸｽ
400401	OPSﾚﾃﾞｨｰｽﾊﾞﾝﾄﾞﾙｿｯｸｽ
400402	OPSﾚﾃﾞｨｰｽﾀｲﾂ
400403	OPSﾚﾃﾞｨｰｽﾚｯｸﾞ
400404	OPSﾚﾃﾞｨｰｽﾚｯｸﾞ
400405	OPSﾚﾃﾞｨｰｽﾚｯｸﾞ
400500	OPSｷｯｽﾞｲﾝﾅｰ
400501	OPSｷｯｽﾞｿｯｸｽ
400502	OPSｷｯｽﾞﾎﾞｰｲｽﾞﾄｯﾌﾟｽ
400503	OPSｷｯｽﾞﾎﾞｰｲｽﾞﾞﾎﾞﾄﾑｽ
400504	OPSｷｯｽﾞｶﾞｰﾙｽﾞﾄｯﾌﾟｽ
400505	OPSｷｯｽﾞｶﾞｰﾙｽﾞﾎﾞﾄﾑｽﾞ
400506	OPSｷｯｽﾞ上下セット
400507	OPSｷｯｽﾞシューズ
400508	OPSｷｯｽﾞバッグ
400509	OPSｷｯｽﾞ服飾小物
400600	OPS服飾小物帽子
400601	OPS服飾小物ベルト
400602	OPS服飾小物財布
400603	OPS服飾小物ﾚｲﾝｺｰﾄ
400604	OPS服飾小物ｶｻ
400605	OPS服飾小物
400700	OPS季節ﾒﾝｽﾞ水着・ﾗｯｼｭ
400701	OPS季節ﾚﾃﾞｨｰｽ水着・ﾗｯｼｭ
400702	OPS季節甚平
400703	OPS季節浴衣
400704	OPS季節履物
400705	OPS季節
400800	OPSﾊﾞｯｸﾞﾄﾗﾍﾞﾙｷｬﾘｰ
400801	OPSﾊﾞｯｸﾞﾋﾞｼﾞﾈｽﾊﾞｯｸﾞ
400802	OPSﾊﾞｯｸﾞｶｼﾞｭｱﾙﾊﾞｯｸﾞ
400803	OPSﾊﾞｯｸﾞ旅行小物
400804	OPSﾊﾞｯｸﾞｴｺﾊﾞｯｸﾞ
400805	OPSﾊﾞｯｸﾞﾚﾃﾞｨｰｽﾊﾞｯｸﾞ
400900	OPSﾋﾞｼﾞﾈｽYｼｬﾂ
400901	OPSﾋﾞｼﾞﾈｽﾈｸﾀｲ
400902	OPSﾋﾞｼﾞﾈｽﾊﾟﾝﾂ
400903	OPSﾋﾞｼﾞﾈｽ小物
400904	OPSﾋﾞｼﾞﾈｽジャケット
400905	OPSﾋﾞｼﾞﾈｽ
401000	OPSｶｼﾞｭｱﾙ:TｼｬﾂﾛﾝT
401001	OPSｶｼﾞｭｱﾙ:ﾄﾚｰﾅｰﾊﾟｰｶｰ
401002	OPSｶｼﾞｭｱﾙ:ｼｬﾂ
401003	OPSｶｼﾞｭｱﾙ:ｱｳﾀｰ
401004	OPSｶｼﾞｭｱﾙ:ﾎﾞﾄﾑｽ
401005	OPSｶｼﾞｭｱﾙ:上下ｾｯﾄ
401100	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:Tｼｬﾂ
401101	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:ﾊﾟｰｶｰﾄﾚｰﾅｰ
401102	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:シャツ
401103	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:アウター
401104	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:パンツ
401105	OPSﾚﾃﾞｨｰｽｶｼﾞｭｱﾙ:ｽｶｰﾄﾜﾝﾋﾟ
401200	OPSｼｭｰｽﾞビジネス
401201	OPSｼｭｰｽﾞカジュアルスニーカー
401202	OPSサンダル
401203	OPSｼｭｰｽﾞブーツ
410100	マスク
410101	ルルルン
410102	サボリーノ
410103	毛穴撫子
410104	肌美精
410105	クリアターン
410106	クオリティファースト
410107	ダーマレーザー
410108	我的美麗日記
410109	オルフェス
410110	ザステム
410111	アンレーベル
410112	ももぷり
410113	シカメソッド
410114	リッツ
410115	ワフードメイド
410116	メディヒール
410117	CNP
410118	アピュ
410119	魔女工場
410120	メディキューブ
410121	トリデン
410122	ビュースタ
410123	TIRTIR
410124	ネイチャーリパブリック
410125	リズム
410126	チューシー
410127	ピコモンテ
410128	キュレル
410129	VT
410130	メラノCC
410131	ナンバーズイン
410132	ピュレア
410133	バイユア
410134	キャラクター
410135	ダルバ
410136	アヌア
410137	バイオダンス
410180	OEM
410181	PB　コスパレード
410182	PB　ハトムギ
410183	PB　Dスージング
410184	PB　ニューダー
410185	PB　ジェネコス
410193	NPPその他マスク
410194	その他マスク
410200	メイク落とし
410201	DUO
410202	ビオレ
410203	ニベア
410204	洗顔専科
410205	ダヴ
410206	ソフティモ
410207	ビフェスタ
410208	ファンケル
410209	クレージュ
410210	クレンジングリサーチ
410211	夢見るバーム
410212	アンドハニー
410213	ハイピッチ
410214	パーフェクトワン
410215	ルルルン
410216	ビオデルマ
410217	なめらか本舗
410218	アンレーベル
410219	魔女工場
410220	キュレル
410221	VT
410222	アヌア
410280	OEM
410281	PB　コスパレード
410282	PB　ハトムギ
410283	PB　Dスージング
410284	PB　ニューダー
410285	PB　ジェネコス
410293	NPPその他メイク落とし
410294	その他メイク落とし
410300	洗顔料
410301	DUO
410302	ビオレ
410303	ニベア
410304	洗顔専科
410305	ダヴ
410306	ソフティモ
410307	ビフェスタ
410308	ファンケル
410309	クレージュ
410310	クレンジングリサーチ
410311	モッチスキン
410312	アクネス
410313	スキンライフ
410314	ツルリ
410315	肌美精
410316	肌ラボ
410317	メラノCC
410318	なめらか本舗
410319	アンレーベル
410320	ワフードメイド
410321	ロゼット
410322	ナイーブ
410323	ポアトル
410324	毛穴撫子
410325	ネイチャーリパブリック
410326	魔女工場
410327	キュレル
410328	VT
410329	ラゴム
410380	OEM
410381	PB　コスパレード
410382	PB　ハトムギ
410383	PB　Dスージング
410384	PB　ニューダー
410385	PB　ジェネコス
410393	NPPその他洗顔料
410394	その他洗顔料
410400	化粧水
410401	肌ラボ
410402	メラノCC
410403	なめらか本舗
410404	ナチュリエ
410405	アンレーベル
410406	ももぷり
410407	イハダ
410408	肌美精
410409	モイスチュアマイルド
410410	アクアレーベル
410411	エビータ
410412	シカメソッド
410413	ウルミナプラス
410414	リッツ
410415	プラチナレーベル
410416	ピコモンテ
410417	ワフードメイド
410418	CNP
410419	アピュ
410420	魔女工場
410421	メディキューブ
410422	トリデン
410423	ビュースタ
410424	TIRTIR
410425	ネイチャーリパブリック
410426	メディヒール
410427	キュレル
410428	VT
410429	ダーマレーザー
410430	アヌア
410431	ナンバーズイン
410480	OEM
410481	PB　コスパレード
410482	PB　ハトムギ
410483	PB　Dスージング
410484	PB　ニューダー
410485	PB　ジェネコス
410493	NPPその他化粧水
410494	その他化粧水
410500	乳液
410501	肌ラボ
410502	メラノCC
410503	なめらか本舗
410504	ナチュリエ
410505	アンレーベル
410506	ももぷり
410507	イハダ
410508	肌美精
410509	モイスチュアマイルド
410510	アクアレーベル
410511	エビータ
410512	シカメソッド
410513	ウルミナプラス
410514	リッツ
410515	プラチナレーベル
410516	ピコモンテ
410517	ワフードメイド
410518	CNP
410519	アピュ
410520	魔女工場
410521	メディキューブ
410522	トリデン
410523	ビュースタ
410524	TIRTIR
410525	ネイチャーリパブリック
410526	メディヒール
410527	キュレル
410528	VT
410529	アヌア
410580	OEM
410581	PB　コスパレード
410582	PB　ハトムギ
410583	PB　Dスージング
410584	PB　ニューダー
410585	PB　ジェネコス
410593	NPPその他乳液
410594	その他乳液
410600	美容液
410601	肌ラボ
410602	メラノCC
410603	なめらか本舗
410604	ナチュリエ
410605	アンレーベル
410606	ももぷり
410607	イハダ
410608	肌美精
410609	モイスチュアマイルド
410610	アクアレーベル
410611	エビータ
410612	シカメソッド
410613	ウルミナプラス
410614	リッツ
410615	プラチナレーベル
410616	ピコモンテ
410617	ワフードメイド
410618	CNP
410619	アピュ
410620	魔女工場
410621	カプセルセラム
410622	トリデン
410623	ビュースタ
410624	TIRTIR
410625	カナデル
410626	ネイチャーリパブリック
410627	メディヒール
410628	キュレル
410629	ダーマレーザー
410630	アヌア
410631	ミシャ
410632	COSRX
410633	太陽のアロエ社
410634	VT
410635	ナンバーズイン
410636	COSRX
410637	朝鮮美女
410638	ダルバ
410639	メディキューブ
410680	OEM
410681	PB　コスパレード
410682	PB　ハトムギ
410683	PB　Dスージング
410684	PB　ニューダー
410685	PB　ジェネコス
410693	NPPその他美容液
410694	その他美容液
410700	クリーム
410701	肌ラボ
410702	メラノCC
410703	なめらか本舗
410704	ナチュリエ
410705	アンレーベル
410706	ももぷり
410707	イハダ
410708	肌美精
410709	モイスチュアマイルド
410710	アクアレーベル
410711	エビータ
410712	シカメソッド
410713	ウルミナプラス
410714	リッツ
410715	プラチナレーベル
410716	ピコモンテ
410717	ワフードメイド
410718	CNP
410719	アピュ
410720	魔女工場
410721	メディキューブ
410722	トリデン
410723	ビュースタ
410724	TIRTIR
410725	カナデル
410726	ネイチャーリパブリック
410727	メディヒール
410728	キュレル
410729	VT
410730	ダーマレーザー
410731	アヌア
410732	バイオヒールボ
410733	TIRTIR
410734	朝鮮美女
410735	ダルバ
410780	OEM
410781	PB　コスパレード
410782	PB　ハトムギ
410783	PB　Dスージング
410784	PB　ニューダー
410785	PB　ジェネコス
410793	NPPその他クリーム
410794	その他クリーム
410800	パック
410801	肌ラボ
410802	メラノCC
410803	なめらか本舗
410804	ナチュリエ
410805	アンレーベル
410806	ももぷり
410807	イハダ
410808	肌美精
410809	モイスチュアマイルド
410810	アクアレーベル
410811	エビータ
410812	シカメソッド
410813	ウルミナプラス
410814	リッツ
410815	プラチナレーベル
410816	ピコモンテ
410817	ワフードメイド
410818	CNP
410819	アピュ
410820	魔女工場
410821	メディキューブ
410822	トリデン
410823	ビュースタ
410824	TIRTIR
410825	キュレル
410826	VT
410827	クリアターン
410828	ソフティモ
410829	ヤミーズトイ
410830	毛穴撫子
410831	ビオレ
410880	OEM
410881	PB　コスパレード
410882	PB　ハトムギ
410883	PB　Dスージング
410884	PB　ニューダー
410885	PB　ジェネコス
410893	NPPその他パック
410894	その他パック
410900	スキンケアその他
410901	ピーリング
410902	コールドクリーム
410903	パッチ
410904	コットンパフ
410905	メディヒール
410906	キュレル
410907	VT
410908	クレンジングタオル
410980	OEM
410981	PB　コスパレード
410982	PB　ハトムギ
410983	PB　Dスージング
410984	PB　ニューダー
410985	PB　ジェネコス
410993	NPPその他スキンケア
410994	その他スキンケア
410995	CBDスキンケア
411000	エステ
411001	フェイス用具
411002	ボディ用具
411003	スクラブ
411004	ジェル・クリーム
411080	OEM
411081	PB　コスパレード
411082	PB　ハトムギ
411083	PB　Dスージング
411084	PB　ニューダー
411085	PB　ジェネコス
411093	NPPその他エステ
411094	その他エステ
411100	フットケア
411101	ベビーフット
411102	フットメジ
411103	エブリユー
411104	ドクターショール
411105	足リラ
411106	大山式
411180	OEM
411181	PB　コスパレード
411182	PB　ハトムギ
411183	PB　Dスージング
411184	PB　ニューダー
411185	PB　ジェネコス
411193	NPPその他フットケア
411194	その他フットケア
411200	フレグランス
411201	ボディファンタジー
411202	パフュームスティック
411203	サムライウーマン
411204	フェルナンダ
411205	オハナマハロ
411206	フレグランシー
411207	マッセモリー
411208	ザ・セム
411280	OEM
411281	PB　コスパレード
411282	PB　ハトムギ
411283	PB　Dスージング
411284	PB　ニューダー
411285	PB　ジェネコス
411293	NPPその他フレグランス
411294	その他フレグランス
411300	その他並行韓国コスメ
411301	メディヒール
411302	CNP
411303	VT
411304	ネイチャーリパブリック
411305	魔女工場
411306	バニラコ
411307	ドクタージャルト
411308	グーダル
411309	ラネージュ
411393	NPPその他並行韓国コスメ
411394	その他並行韓国コスメ
411400	DHCセルフ
411401	スキンケア
411402	メイク
411403	ヘアケア
411404	ボディケア
411493	NPPその他DHC
411494	その他DHC
411500	キュレル
411501	キュレルスキンケア
411502	キュレルメイク
411503	キュレルヘアケア
