	小分類名
211184	【バイク】ﾊﾞｲｸ用品その他
211187	【バイク】UNYその他
216000	特務商品：カーライフ
216087	UNYその他
216095	特務商品：アウトレット
216096	特務商品：地域スポット
216097	特務商品：評価損A
216098	特務商品：評価損B
216099	クラス
218000	UNY統合用非課税
218100	UNY統合用8％外税
218200	UNY統合用8％内税
218300	UNY統合用10％外税
218400	UNY統合用10％内税
220100	一般玩具
220101	アンパンマン
220102	ブロック
220103	ダイアブロック
220104	レゴブロック
220105	幼児キャラクター玩具
220106	ディズニー玩具
220107	妖怪ウォッチ
220108	幼児キャラクター玩具（特価）
220109	ポケットモンスター
220111	ポケットモンスター　モンコレ
220113	雑玩
220114	男児雑玩
220115	女児雑玩
220116	幼児雑玩
220117	スポーツトイ
220118	おふろトイ
220119	シャボン玉
220120	△ペンちゃん
220121	幼児ＤＶＤ
220122	けん玉
220123	アクション動物
220124	乗用玩具
220125	砂（キネティックサンド等）
220126	知育玩具
220127	知育玩具（木製玩具・つみき）
220128	知育玩具（ことば・英語）
220129	知育玩具（時計・計算）
220130	知育玩具（お絵かき）
220131	知育玩具（おんがく）
220132	知育玩具（ねんど・工作）
220133	知育玩具（特価）
220134	ベビー用品
220135	ミミクリーペット
220136	アニア
220137	幼児玩具その他
220138	パウパトロール
220140	トレカ男児キャラ
220141	トレカ女児キャラ
220142	トレカ遊戯王
220143	トレカデュエルマスターズ
220144	トレカバトルスピリッツ
220145	トレカポケモン
220146	トレカタカラトミー
220147	トレカドラゴンボール
220148	トレカワンピース
220149	トレカスポーツ
220150	トレカアイドル
220151	トレカアニメ特撮
220152	トレカ備品
220153	トレカその他
220154	トレカガチャ
220160	夏物玩具
220161	３月（ひな祭り）
220162	５月（端午の節句）
220163	節句スポット
220164	正月玩具・カイト
220166	おもちゃ券
220167	河田（バトリオ）
220195	幼児・知育玩具　スポット
220196	一般玩具地域スポット
220197	一般玩具評価損　A
220198	一般玩具評価損　B
220199	クラス
220200	男児玩具
220201	ﾊﾞﾝﾀﾞｲ仮面ﾗｲﾀﾞｰｷﾞｰﾂ
220202	バンダイ仮面ライダーガッチャード
220203	バンダイ仮面ライダーガヴ
220204	ﾊﾞﾝﾀﾞｲ仮面ﾗｲﾀﾞｰﾘﾊﾞｲｽ
220208	仮面ライダーレジェンドシリーズ
220209	バンダイ　仮面ライダーその他
220210	雑玩他仮面ﾗｲﾀﾞｰｷﾞｰﾂ
220211	雑玩他仮面ﾗｲﾀﾞｰｾﾞﾛﾜﾝ
220212	雑玩他仮面ﾗｲﾀﾞｰｾｲﾊﾞｰ
220213	雑玩仮面ﾗｲﾀﾞｰﾘﾊﾞｲｽ
220219	仮面ライダー雑玩その他
220220	暴太郎戦隊ドンブラザーズ
220221	爆上戦隊ブンブンジャー
220222	レジェンド戦隊シリーズ
220223	ナンバーワン戦隊ゴジュウジャー
220224	王様戦隊キングオージャー
220229	バンダイ戦隊その他
220230	暴太郎戦隊ドンブラザーズ雑玩
220231	戦隊キラメイジャー雑玩
220233	機界戦隊ゼンカイジャー雑玩
220234	戦隊ルパンレンジャー（雑玩他）
220239	戦隊雑玩その他
220240	男児特撮キャラクター
220241	ウルトラマン
220242	ウルトラマン　ソフビ
220245	男児キャラクター
220246	ドラゴンボール
220247	ガンダム
220250	男児ホビー
220251	トミカ
220252	トミカ　ミニカー
220253	プラレール
220254	プラレール　シンカリオン
220256	ミニカー
220257	ブーブ
220258	フリクションカー
220259	ホットウィール
220260	ハイパーヨーヨー　アクセル
220261	△ナーフ
220262	ベイブレードX
220263	ベイブレードその他
220269	男児ホビーその他
220295	男児玩具　スポット
220296	男児玩具地域スポット
220297	男児玩具評価損　A
220298	男児玩具評価損　B
220299	クラス
220300	女児玩具
220301	ひろがるスカイ！プリキュア
220302	わんだふるぷりきゅあ！
220303	キミとアイドルプリキュア♪
220304	デリシャスパーティプリキュア
220308	プリキュアオールスターズ
220309	バンダイ　プリキュアその他
220311	雑玩他 Sﾄｩｲﾝｸﾙﾌﾟﾘｷｭｱ
220312	雑玩ﾋｰﾘﾝｸﾞっどﾌﾟﾘｷｭｱ
220313	トロピカル～ジュ！プリキュア雑玩
220314	デリシャスパーティプリキュア雑玩
220319	プリキュア雑玩その他
220320	バンダイ女児キャラクター
220321	たまごっち
220322	たまごっち４Ｕ
220330	女児アニメキャラクター
220333	アナと雪の女王（ＮＢ）
220334	ひみつのここたま
220340	着せ替え人形・ごっこ遊び
220341	リカちゃん
220342	バービー
220344	メルちゃん
220346	シルバニアファミリー
220350	女児ホビー
220351	クッキングトイ
220352	アクセクルーラ
220353	ホイップル
220354	アクアビーズ
220355	パーラービーズ
220356	その他ビーズ
220358	おしゃれトイ
220359	ファンシーコスメ
220369	女児玩具その他
220395	女児玩具　スポット
220396	女児玩具地域スポット
220397	女児玩具評価損　A
220398	女児玩具評価損　B
220399	クラス
220400	キャラクター・ファンシー雑貨
220401	ＴＶアニメキャラ雑貨
220402	海外キャラ雑貨
220403	芸能キャラ雑貨
220404	ご当地・ゆるキャラ雑貨
220405	ゲームキャラ雑貨
220406	その他キャラ雑貨
220407	フクヤマフリー棚
220408	ユニバーサル
220409	コスパ
220410	鬼滅の刃
220411	ｺﾝﾃﾝﾂﾎﾟｯﾌﾟｱｯﾌﾟ
220412	ｷｬﾗ雑（ﾂｲｽﾃ）
220413	ｷｬﾗ雑(５等分の花嫁)
220414	ｷｬﾗ雑（呪術廻戦）
220420	サンリオ一般
220421	サンリオカードラッピング
220422	サンリオキャンディ
220423	サンリオステーショナリー
220424	サンリオおしゃれ身の回り
220425	サンリオバストイレタリー
220426	サンリオキッチン・ランチ
220427	サンリオインテリア
220428	サンリオバッグ
220429	サンリオシーズン用品
220430	サンリオキャラクター
220431	キャラ雑（キティ　サンリオ以外）
220432	キャラ雑（ディズニー）
220433	キャラ雑（リラックマ）
220434	×キャラ雑（ワンピース）
220435	キャラ雑（エヴァンゲリオン）
220436	キャラ雑（ドラクエ）
220437	△キャラ雑（マリオ）
220438	キャラ雑（ドラえもん）
220439	キャラ雑（アンパンマン）
220440	キャラ雑（妖怪ウォッチ）
220441	キャラ雑貨（おそ松さん）
220442	キャラ雑貨（スターウォーズ）
220443	キャラ雑貨（ＭＡＲＶＥＬ）
220450	ぬいぐるみ（セキグチ）
220451	ぬいぐるみ（ナカジマ）
220452	ぬいぐるみ（サンアロー）
220453	ぬいぐるみ（タカラトミーアーツ）
220454	ぬいぐるみ（TY）
220459	ぬいぐるみ（その他）
220460	一般ファンシー雑貨
220461	ストラップ・キーホルダー関連
220462	季節キャラクター雑貨
220463	ラッピング
220464	グリーティングカード
220500	ホビー・ラジコン
220501	エアガン
220502	エアガン（10才ＨＯＰ）
220503	エアガン（10才電動）
220504	エアガン（10才長物）
220505	エアガン（10才リボルバー）
220506	エアガン（特価）
220507	エアガン（14才以上ハンドガン）
220508	エアガン（14才以上長物）
220509	エアガン（定番・パーツ小物）
220510	エアガン（スポット・パーツ小物）
220511	ガンプラ
220512	ガンプラMG
220513	ガンプラＨＧ
220514	ガンプラその他
220515	ガンプラ（リボーン　ＲＥ）
220516	ガンプラ（リアルグレード　ＲG）
220517	ガンプラ（パーフェクトグレード　ＰG）
220518	ガンプラ（ＢＢ戦士）
220519	ガンプラ（パーツ系）
220520	プラモ（一般系）
220521	プラモ（ｱﾆﾒｷｬﾗ系）
220522	ﾌﾟﾗﾓ(ｸﾙﾏ ﾊﾞｲｸ)
220523	ｸﾗﾌﾄﾎﾋﾞｰ
220529	プラモ（工具）
220530	シークレットＢＯＸ
220531	シークレットＢＯＸ（リーメント）
220532	シークレットＢＯＸ（アニメキャラ）
220533	シークレットＢＯＸ（その他）
220534	コレクションＢＯＸ
220540	フィギュア
220541	ﾎﾋﾞｰ雑貨
220542	ﾌｨｷﾞｱ（ｹﾞｰﾑ）
220543	フィギュア（バンダイＳＨＦ）
220544	フィギュア（フィギュアーツＺＥＲＯ）
220545	フィギュア（バンダイメカ・ロボット）
220546	フィギュア（バンダイその他）
220547	フィギュア（その他男キャラ）
220548	フィギュア（その他女キャラ）
220549	ﾎﾋﾞｰ企画
220550	スポットラジコン（車）
220551	スポットラジコン（車以外）
220552	Ｃ．Ｃ．Ｐ（車）
220553	Ｃ．Ｃ．Ｐ（車以外）
220554	京商エッグ（車）
220555	京商エッグ（車以外）
220556	その他メーカー（車）
220557	その他メーカー（車以外）
220558	タカラトミー
220559	タミヤホビー
220560	京商ホビー
220561	バラエティラジコン
220562	ミニ四駆（車体）
220563	ミニ四駆（パーツ）
220564	ﾏﾃﾙﾐﾆｶｰ(ﾎｯﾄｳｨｰﾙ等)
220565	高額ﾐﾆｶｰ
220566	ﾀﾞｲｷｬｽﾄﾐﾆｶｰ
220567	京商ミニカー
220568	スポットミニカー
220569	その他ミニカー
220570	ｸﾙﾏ企画
220595	ホビー・ラジコンアウトレット
220596	ホビー・ラジコン地域スポット
220597	ホビー・ラジコン評価損　A
220598	ホビー・ラジコン評価損　B
220599	クラス
220600	ゲーム・パズル
220601	ゲームスポット
220602	ゲーム定番
220603	麻雀関連
220604	マジック定番
220605	ダーツ定番（ボード）
220606	ダーツ定番（矢）
220607	ダーツ定番（パーツ）
220608	ダーツ定番（ダーツケース）
220609	電子ゲーム
220610	幼児ゲーム
220619	ゲームその他
220620	ジグソーディズニー
220621	ジグソーワンピース
220622	ジグソージブリ
220623	ジグソーアニメキャラ
220624	ジグソーその他キャラ
220625	プチパズル
220626	ジグソーラッセン
220627	ジグソーイラスト(ファンタジー系)
220628	ジグソーイラスト(その他)
220629	ジグソー絵画、花
220630	ジグソー（動物）
220631	ジグソー風景(日本風景)
220632	ジグソー風景(世界風景)
220633	３Ｄ、４Dパズル
